CGPA,GPA,Average Assignment Marks,Average Project Marks,Attendance Percentage,Class Participation Credits,Extracurricular Activities,Achievements Credits,No. of Students in Class,Rank in Class,Certifications Count,Performance
5.08,6.76,38,28,76,53,0,55,63,16,2,59.13
9.2,5.41,45,64,87,11,1,59,100,18,11,65.63
5.02,9.29,20,45,53,67,1,55,59,44,6,66.66
7.63,6.17,10,47,81,3,1,38,86,50,13,52.39
8.73,5.31,56,12,62,65,0,84,70,45,2,74.37
8.81,9.01,58,91,53,45,1,43,82,32,18,77.22
7.37,8.78,90,69,100,95,0,21,57,46,2,70.63
7.4,8.16,23,59,82,35,1,21,41,6,11,58.39
8.07,5.73,76,28,100,25,1,79,49,37,6,69.24
9.19,5.92,86,86,82,28,1,59,90,48,4,69.31
5.82,8.83,80,12,91,27,0,22,65,37,18,57.58
6.45,8.69,31,72,97,22,0,18,86,59,1,48.85
9.41,9.63,55,61,64,47,1,28,37,4,15,73.11
7.91,5.25,84,70,72,52,0,10,97,48,3,53.35
6.38,7.5,71,17,51,81,1,90,59,2,16,87.75
5.09,7.71,34,98,87,91,1,89,73,10,1,83.52
7.14,7.41,67,83,95,36,0,47,42,32,4,63.74
9.05,7.54,33,92,67,93,0,61,79,39,11,85.78
5.83,6.25,21,19,83,17,0,14,98,55,11,42.09
6.29,9.73,75,76,90,16,1,86,55,22,16,80.57
7.5,5.09,18,58,91,41,0,72,100,55,2,64.37
8.34,6.58,54,83,58,27,0,53,37,36,0,60.39
7.3,5.35,41,83,65,45,0,45,64,31,1,58.57
7.17,5.01,82,77,93,44,1,91,65,45,16,81.58
9.33,7.52,48,60,56,17,0,56,36,24,1,62.38
5.42,6.73,57,30,88,7,0,39,57,32,15,52.34
6.17,5.17,59,18,54,90,1,14,82,49,10,57.31
7.26,7.87,19,88,95,40,1,28,61,8,11,62.68
8.56,5.48,59,73,85,29,0,96,89,66,19,82.7
6.5,7.41,97,80,69,33,0,73,40,31,13,74.62
7.15,7.11,11,74,57,71,1,66,56,8,12,77.15
5.85,8.7,85,55,62,50,0,100,33,1,8,84.31
5.16,5.41,86,86,69,24,1,55,86,35,12,61.61
7.05,6.64,62,40,82,19,1,84,63,44,8,69.3
8.05,9.27,15,58,54,0,1,28,99,57,7,52.08
8.17,6.08,85,69,94,3,1,66,32,9,1,62.88
8.06,8.71,82,92,59,57,1,63,75,15,9,81.54
6.32,7.2,40,20,77,90,1,36,66,18,6,66.47
9.26,5.3,20,16,90,14,0,39,62,16,12,55.84
6.83,9.34,30,61,95,88,1,7,32,13,0,61.15
8.77,5.47,90,71,91,92,1,9,53,51,16,70.19
8.65,6.83,43,71,90,73,0,48,80,36,2,71.53
5.89,9.0,88,69,62,99,1,29,47,1,19,80.24
5.98,8.27,21,55,58,87,1,58,30,24,7,73.17
7.23,8.02,76,42,77,22,0,10,39,34,8,49.98
5.39,8.43,21,32,81,15,0,2,74,38,2,37.34
8.52,9.63,31,77,75,62,1,100,45,22,6,91.05
7.65,8.02,15,49,84,82,1,56,92,72,2,72.43
5.82,9.18,22,20,56,42,0,35,43,43,20,61.19
8.78,8.82,12,24,73,15,1,44,84,8,7,60.52
6.5,9.45,22,64,52,23,1,22,50,37,1,49.56
8.58,8.07,80,10,73,74,1,36,64,25,12,73.51
7.41,5.79,23,60,70,12,1,55,53,5,9,58.72
7.04,6.68,60,43,66,62,0,5,58,21,0,50.32
6.31,5.47,68,29,71,85,0,16,68,15,19,64.1
9.33,8.14,70,98,81,80,0,78,49,36,10,91.73
6.87,6.76,63,88,92,46,1,96,53,26,7,81.6
5.54,7.24,91,18,77,54,0,77,78,39,8,72.6
6.54,8.52,81,79,94,4,1,88,48,24,15,77.05
8.45,6.29,87,95,64,61,1,91,98,44,13,89.51
6.79,7.16,79,77,76,49,0,1,74,20,2,51.21
8.44,6.58,80,81,62,91,0,47,70,57,11,79.3
8.34,5.42,73,30,51,22,1,30,42,41,12,54.35
9.07,8.82,75,89,64,64,1,94,89,47,13,95.48
6.37,6.51,28,50,70,69,1,24,76,2,2,56.82
7.59,5.22,53,73,77,30,1,42,53,6,12,62.01
7.42,5.64,31,61,88,76,1,45,57,3,11,71.01
8.58,7.16,68,86,67,51,1,84,44,16,14,86.23
5.09,6.39,23,16,83,65,0,65,68,45,8,64.66
8.94,9.2,76,39,79,88,1,10,71,37,6,69.67
9.47,8.47,25,24,91,7,1,15,34,2,13,55.14
9.3,6.5,67,62,59,71,1,13,36,1,3,63.02
7.22,7.62,33,16,55,24,0,79,52,9,19,72.95
8.44,7.07,33,24,85,21,0,62,58,36,5,62.47
9.41,5.75,92,44,81,24,1,8,95,10,19,59.17
7.42,8.98,19,49,77,85,0,92,44,13,8,88.73
8.37,6.25,96,38,72,71,0,47,79,59,15,75.25
8.5,5.51,67,58,85,84,0,98,54,53,17,92.84
7.6,5.25,69,14,80,19,1,31,51,33,2,48.03
5.56,5.03,70,40,68,65,0,98,63,28,2,74.59
5.69,7.45,84,42,56,82,0,71,34,4,15,81.82
7.69,7.92,43,54,77,100,0,20,83,69,14,71.91
7.38,9.54,82,87,91,11,1,89,86,75,9,79.0
5.21,5.63,22,96,53,68,1,41,70,59,18,65.24
6.65,6.55,29,31,81,59,1,31,72,43,5,56.92
5.28,8.96,62,96,61,38,0,33,55,13,2,58.27
8.67,7.73,34,59,92,96,0,38,43,4,19,82.7
8.95,5.29,91,77,66,86,1,72,87,71,14,87.16
6.96,5.66,76,66,51,99,1,2,61,16,16,65.3
6.64,6.87,89,73,99,78,0,80,45,6,1,81.51
7.98,9.21,88,41,97,98,1,31,89,85,20,83.2
5.12,8.81,10,38,99,48,0,62,66,56,3,62.62
5.65,7.86,26,21,88,71,0,32,59,52,3,57.27
5.71,5.02,35,31,72,48,0,0,84,79,10,41.7
9.23,6.22,40,84,88,8,0,29,69,4,7,56.11
5.41,6.79,98,20,54,59,1,56,85,82,2,62.46
5.09,9.12,85,94,86,50,0,26,90,79,20,67.61
5.61,7.79,82,35,76,81,0,63,51,21,12,77.61
8.44,7.52,94,24,84,94,0,62,91,64,5,81.8
8.03,5.27,13,29,83,61,0,30,51,51,4,54.85
6.46,8.17,61,100,88,11,0,74,32,15,2,66.75
8.19,8.92,25,70,86,24,0,55,52,8,15,71.69
5.39,6.36,51,32,86,88,1,20,42,35,15,62.35
8.14,5.91,62,72,80,12,0,79,58,4,7,69.65
7.98,7.53,59,18,51,29,0,67,50,50,10,66.99
6.3,7.82,39,67,68,54,0,63,98,43,19,75.83
5.78,8.01,61,58,50,6,1,29,91,31,11,51.69
7.09,7.42,33,72,56,3,0,88,54,18,7,67.81
5.78,9.09,16,40,57,36,1,3,71,45,6,45.46
5.57,7.05,43,50,52,75,0,9,63,26,13,56.85
5.01,5.41,88,85,79,13,1,96,71,56,16,72.87
6.39,5.57,87,88,55,74,0,69,96,28,2,73.94
9.21,8.65,30,26,71,35,0,33,58,58,12,62.8
5.92,9.75,19,74,69,57,0,17,98,15,8,59.68
5.44,5.67,36,95,65,60,0,80,34,5,1,70.23
5.45,7.82,96,16,56,88,0,43,88,32,17,74.24
8.34,6.43,15,19,55,18,0,47,90,64,6,53.91
8.53,5.53,14,56,56,29,0,7,53,45,8,45.6
7.01,5.05,45,53,67,92,0,54,93,59,5,70.16
6.29,9.36,30,57,98,28,1,1,98,9,17,54.37
6.0,5.65,59,58,83,62,0,28,90,8,20,64.93
7.96,8.28,83,43,94,79,1,8,48,43,13,67.11
9.01,7.92,71,23,96,44,1,51,98,32,14,74.53
9.3,7.28,83,84,81,10,0,37,38,22,14,65.25
9.04,7.66,45,27,69,34,1,8,73,32,14,56.53
5.5,6.36,43,22,54,30,1,29,34,26,0,44.1
5.43,7.98,33,62,68,28,1,47,55,34,13,60.52
8.1,6.01,74,61,59,90,1,28,40,10,8,70.42
6.11,8.24,75,12,75,74,1,60,35,6,15,77.78
7.75,6.44,32,81,89,38,0,42,100,25,18,67.82
6.62,8.17,85,82,87,47,0,80,34,13,4,77.92
7.22,5.13,22,81,80,42,0,69,75,21,18,72.59
9.36,9.19,39,61,55,73,1,5,69,42,15,68.28
5.53,5.66,81,40,56,42,0,88,72,1,11,73.28
5.37,5.32,40,63,93,23,1,49,72,15,1,51.95
5.54,5.29,68,54,72,39,1,50,57,20,10,60.24
6.35,9.44,65,75,58,88,0,72,88,75,12,85.87
8.32,8.65,17,73,85,64,0,62,59,25,6,76.77
8.38,7.83,52,82,64,41,0,20,42,4,2,58.56
6.96,7.02,24,66,84,49,1,50,47,32,20,70.82
8.45,8.7,70,82,57,56,1,91,45,37,19,92.62
6.75,6.91,21,81,53,93,0,12,84,38,13,64.22
7.13,5.38,62,53,98,58,0,99,91,59,6,80.02
9.39,8.25,50,41,77,65,0,21,87,60,12,68.06
6.8,6.44,37,87,78,63,0,13,89,31,19,62.73
6.13,5.49,27,96,74,44,0,49,56,16,10,62.37
7.69,9.67,32,36,63,82,1,67,78,45,13,83.95
8.85,5.44,63,96,83,2,0,33,66,33,18,59.96
5.97,8.37,46,22,56,91,1,68,61,18,16,82.17
7.79,5.51,26,72,61,15,1,65,70,47,3,59.04
5.81,9.39,36,15,59,81,0,76,46,26,19,83.37
8.66,5.46,37,12,51,36,1,45,78,71,17,62.05
5.23,6.18,78,86,99,57,0,71,42,3,1,70.49
8.57,7.51,64,75,63,73,0,100,99,4,17,97.02
6.81,6.27,25,32,65,40,1,42,41,15,16,61.23
7.44,7.83,13,43,66,96,0,33,88,77,15,72.02
5.73,7.94,23,83,60,67,0,3,60,9,14,57.32
8.25,6.57,91,79,71,12,1,26,46,38,4,53.86
6.43,6.11,100,76,61,5,1,50,30,11,18,62.88
6.33,9.27,70,38,72,55,1,89,82,31,2,79.28
7.2,5.9,37,73,68,16,1,100,33,7,18,78.5
5.2,5.01,18,53,96,18,1,28,48,43,19,48.82
7.91,7.59,87,83,66,81,0,40,58,10,2,73.58
6.08,5.73,69,77,99,95,0,93,86,9,11,89.82
6.89,8.1,14,36,91,47,1,75,54,14,20,78.68
5.21,7.34,30,20,81,42,1,43,40,23,9,56.73
7.57,8.5,23,22,95,74,0,0,42,3,7,57.22
9.35,7.96,34,46,77,26,1,83,96,17,2,74.51
5.12,6.92,22,30,58,36,0,72,67,36,12,63.8
7.1,8.0,68,72,50,9,1,71,50,28,0,63.3
8.52,7.31,99,14,73,29,0,67,41,28,17,74.62
8.53,8.38,84,96,50,51,1,6,75,63,6,60.42
7.25,6.47,84,51,62,89,0,1,82,58,15,62.85
5.19,5.56,96,52,53,100,0,78,40,9,7,80.53
5.94,8.64,98,51,84,27,0,90,68,61,7,75.24
7.33,5.19,18,98,90,8,0,13,32,13,9,45.22
6.27,9.25,57,76,74,67,0,46,77,47,8,71.86
7.47,7.76,78,85,54,18,0,58,54,42,2,63.0
6.3,6.28,88,31,100,16,0,44,68,68,13,57.05
8.75,8.46,14,35,85,100,0,0,76,40,5,62.93
8.05,9.57,55,83,50,80,1,57,40,5,8,83.33
7.13,5.67,39,36,82,81,0,81,87,73,4,75.62
7.21,7.05,66,44,60,50,0,87,45,22,4,75.59
7.86,7.38,95,53,77,50,0,79,59,30,20,85.39
5.34,7.19,61,68,67,97,0,83,59,48,2,80.13
7.26,7.8,29,81,54,52,1,10,65,15,7,56.25
5.08,9.31,67,68,55,79,1,30,87,29,12,69.62
8.47,7.52,36,22,66,17,1,51,49,21,4,59.0
7.7,8.59,26,37,52,16,0,61,87,45,12,65.0
8.34,8.56,79,68,90,53,0,40,64,7,20,78.49
8.06,6.22,53,71,74,51,0,34,92,10,0,60.27
5.61,8.95,69,14,93,39,1,16,35,22,0,49.35
5.73,5.86,31,63,94,73,0,55,82,74,11,68.08
6.58,8.57,78,54,62,63,1,90,71,10,0,81.24
7.8,7.5,90,18,92,99,0,18,64,61,2,65.73
5.58,6.27,15,26,50,5,1,56,65,39,9,50.28
8.77,5.2,51,46,69,54,1,2,68,60,3,49.24
8.21,6.96,36,16,91,95,1,87,52,5,13,90.38
9.29,9.35,83,40,80,67,1,57,71,13,12,84.73
5.08,8.37,100,17,58,90,1,42,30,22,9,70.67
9.3,7.19,33,61,66,30,0,80,66,7,10,76.94
5.4,9.16,58,21,87,59,1,23,80,26,9,60.17
5.11,8.2,41,80,71,64,1,71,51,26,10,75.5
9.08,9.73,91,44,90,51,1,8,74,43,9,65.3
5.47,8.17,11,58,72,55,1,44,37,33,3,58.91
9.48,8.12,64,57,53,71,1,55,90,90,16,82.2
5.7,8.75,48,85,82,16,0,79,83,74,6,67.82
5.9,7.82,25,11,83,76,0,88,46,30,14,80.83
8.82,6.93,64,76,85,84,0,93,62,37,19,97.14
7.27,7.7,59,79,63,78,1,46,99,40,16,78.29
6.43,8.01,72,18,58,19,1,21,89,18,13,53.23
9.42,5.45,54,37,67,78,1,66,51,49,10,78.3
7.04,6.21,55,40,97,67,0,41,94,30,12,67.93
8.54,5.07,59,33,79,23,0,12,39,23,20,53.45
9.38,7.09,99,67,61,13,1,64,89,16,4,69.89
9.45,5.64,69,67,87,57,0,5,59,42,20,63.82
8.75,9.21,49,83,76,42,0,9,50,28,20,66.31
7.6,5.07,85,56,64,74,1,44,67,44,8,68.82
8.64,7.45,75,90,96,54,0,58,53,2,6,77.64
8.78,5.81,19,65,66,33,1,29,43,13,3,54.67
5.71,8.84,24,38,90,10,0,69,71,37,12,63.64
8.49,7.99,23,34,96,58,0,76,31,16,13,80.6
6.65,8.78,18,33,72,13,1,7,60,42,18,48.92
5.39,8.77,69,50,78,62,0,93,88,20,7,82.23
8.88,7.17,74,54,83,67,0,43,92,50,19,78.26
6.17,6.1,21,18,63,61,1,59,91,91,14,65.62
6.54,7.79,55,95,58,14,0,48,50,24,14,63.03
5.67,8.0,17,82,74,78,0,62,74,22,5,73.01
8.69,5.36,86,33,57,52,0,97,95,77,19,86.05
8.43,9.75,75,70,51,94,0,14,60,28,1,70.07
6.1,6.53,26,96,64,84,1,53,41,16,10,73.52
6.8,5.0,79,76,83,38,0,61,81,30,18,71.07
7.03,6.68,84,59,66,53,1,53,58,4,9,70.79
5.01,7.97,82,22,58,54,0,5,36,18,20,55.59
8.7,8.61,32,24,98,82,1,26,45,17,13,72.71
6.11,9.69,60,97,60,99,0,96,71,34,2,92.58
9.04,8.72,59,59,66,95,1,62,50,35,7,86.16
5.2,6.59,77,62,52,76,0,85,65,53,5,76.52
7.71,8.14,61,23,54,34,0,93,47,37,17,80.78
6.36,9.46,78,51,73,70,1,98,55,55,18,92.93
5.89,7.77,93,47,73,43,0,27,92,35,10,59.57
6.7,5.78,51,20,53,47,1,56,97,33,5,61.11
5.09,6.02,96,81,76,37,1,4,60,13,0,44.95
7.66,6.72,75,96,76,28,1,52,84,41,8,67.09
5.92,8.62,61,52,60,34,0,100,60,2,5,77.92
7.42,6.19,53,66,71,70,1,81,63,27,4,78.42
8.81,8.24,67,51,58,47,0,52,95,6,15,76.33
8.11,8.92,91,71,97,15,0,44,56,32,16,69.97
7.92,7.84,27,42,72,12,1,71,62,35,11,67.28
8.37,7.66,17,80,53,52,1,49,39,29,7,68.23
9.38,8.39,17,95,92,61,1,35,79,29,5,71.31
7.78,8.72,93,95,71,9,1,63,100,85,14,72.94
5.56,7.76,88,44,58,92,0,36,46,43,17,72.93
9.26,7.94,10,44,87,32,1,97,85,33,3,78.63
7.03,7.53,18,84,59,64,1,18,82,59,20,65.0
6.4,9.77,11,89,69,66,0,76,53,10,17,85.19
7.66,6.13,17,18,59,78,0,88,48,17,1,75.7
7.54,8.95,53,46,87,88,1,79,75,66,20,92.5
6.29,9.5,98,12,56,80,0,92,54,28,9,87.85
7.72,9.43,67,33,89,19,0,77,38,3,8,74.47
6.39,7.24,67,18,50,36,1,0,76,8,1,42.95
7.16,6.01,80,99,92,41,0,48,99,39,6,66.12
6.5,7.57,68,74,96,90,1,53,81,38,6,77.52
6.88,8.17,62,38,95,30,1,93,69,32,6,76.54
9.06,8.08,80,19,72,72,0,13,43,19,8,65.08
7.38,6.41,58,47,88,88,1,31,37,12,19,74.4
7.88,9.11,97,61,97,8,0,46,33,1,12,68.11
5.23,5.13,42,63,99,20,0,49,69,45,6,51.86
7.64,5.31,29,58,60,62,0,66,88,22,20,76.5
9.18,8.12,31,24,54,57,0,72,96,9,0,74.14
6.63,7.26,98,54,56,65,1,25,75,16,9,64.76
7.96,5.11,75,25,59,60,0,73,81,55,16,76.32
7.37,8.88,61,88,77,6,0,16,65,35,0,48.98
7.02,6.95,79,66,76,78,1,82,45,16,3,82.21
7.95,5.46,20,23,90,90,0,76,60,37,0,74.41
8.12,5.98,92,95,87,76,1,47,72,40,13,78.82
8.59,7.3,44,84,62,14,0,66,79,6,5,67.52
8.71,8.47,50,74,93,21,0,87,77,60,0,74.4
6.48,7.83,88,34,50,36,1,33,62,24,18,63.75
8.18,7.14,84,58,52,4,0,40,57,36,12,58.85
6.51,5.67,73,24,72,91,1,84,74,16,4,80.22
6.31,9.43,12,31,56,49,1,43,69,9,11,64.87
5.03,6.54,19,40,80,90,0,79,96,53,16,79.41
5.99,7.0,58,13,72,12,1,56,31,25,7,54.86
7.52,6.31,83,88,83,62,0,10,47,16,14,63.39
7.39,8.69,89,83,50,63,1,47,61,56,1,70.55
6.42,5.48,52,40,68,94,1,54,76,16,20,78.4
7.81,9.41,81,42,61,98,0,83,55,55,6,90.24
7.89,9.03,68,99,64,65,1,85,96,30,16,92.94
8.56,6.3,38,70,100,19,1,63,55,18,13,69.69
5.66,7.61,49,61,56,61,1,36,96,22,11,64.36
5.94,7.33,71,85,87,78,1,11,83,11,2,60.01
5.83,6.48,68,93,58,61,1,82,82,30,14,80.88
9.41,5.43,15,26,78,46,1,20,83,48,1,51.66
5.94,7.47,54,39,78,98,0,12,91,86,14,64.15
5.85,6.2,91,72,76,60,0,2,80,51,7,52.11
7.12,7.99,60,51,67,58,1,9,88,62,2,54.22
6.59,6.61,48,72,99,67,1,66,35,18,0,71.08
6.47,9.11,10,27,68,61,1,42,61,60,0,59.65
5.77,9.63,32,38,85,38,1,3,44,30,12,51.26
7.31,9.37,100,93,80,92,1,38,94,80,7,80.1
5.13,5.56,11,76,97,86,0,26,55,31,12,61.18
5.03,6.23,25,73,68,19,1,29,73,19,10,48.9
5.22,7.02,17,65,63,11,1,55,97,41,9,54.96
8.18,5.46,19,49,56,49,1,59,45,9,19,71.93
7.94,5.15,72,100,50,21,1,3,41,31,16,50.95
7.51,6.5,72,42,96,48,1,98,85,24,17,86.8
8.93,6.43,59,10,70,96,1,78,55,49,13,86.82
7.67,5.62,30,13,83,77,0,32,71,59,1,57.69
8.6,6.95,16,94,80,43,1,35,86,17,17,69.04
7.89,7.87,42,79,78,79,1,58,75,29,12,81.42
8.17,8.46,98,10,94,70,0,46,67,37,13,76.87
6.35,5.57,21,34,99,56,0,51,59,2,12,64.59
8.23,5.41,95,68,93,95,1,69,32,27,6,83.57
8.92,5.42,57,10,51,24,1,28,90,6,18,58.34
8.68,7.11,86,52,70,6,1,11,51,16,11,52.55
7.5,9.27,11,89,96,39,1,12,55,10,5,57.15
6.09,7.74,64,59,68,42,1,22,91,41,3,54.04
6.79,9.57,15,68,85,10,1,73,42,42,1,63.5
8.08,6.15,59,15,81,4,0,40,53,25,11,53.93
5.53,7.52,90,33,89,56,0,80,40,28,13,77.49
9.09,7.6,71,56,73,77,0,41,86,59,19,80.19
8.36,8.45,46,80,98,73,1,7,77,67,17,68.78
6.99,6.51,68,52,53,81,1,74,62,35,6,78.32
7.88,5.36,51,30,67,96,0,14,39,32,6,60.23
6.83,5.83,25,72,88,89,0,31,36,31,13,67.4
5.98,8.67,43,83,91,99,0,35,90,28,15,77.82
6.48,5.17,27,49,72,74,0,68,100,94,6,68.41
8.43,8.41,69,31,68,70,1,57,73,25,17,82.24
6.6,5.44,85,11,81,22,1,3,43,37,20,47.2
8.53,8.18,87,70,86,60,1,8,90,18,13,67.31
6.87,7.88,20,82,70,89,1,94,90,63,10,89.31
6.19,6.25,24,47,73,68,1,84,78,45,18,80.08
5.26,6.71,80,34,80,64,1,22,90,80,5,54.94
7.9,9.38,92,59,96,32,0,76,43,11,9,80.39
8.69,8.51,58,72,55,80,0,69,73,28,18,89.89
9.22,6.38,31,12,98,24,1,30,43,18,15,59.15
5.5,8.72,85,44,98,35,0,51,71,36,7,64.49
9.01,8.67,74,30,78,70,0,36,92,45,5,71.52
7.6,7.7,90,66,83,96,0,28,98,63,8,74.11
7.76,5.58,18,36,97,83,0,25,88,70,9,61.93
5.91,6.66,84,65,71,47,0,59,84,71,4,64.78
8.86,7.76,23,13,64,20,0,78,43,29,19,73.84
5.49,6.44,45,38,69,6,1,89,65,23,20,69.51
6.79,5.37,50,95,70,63,0,65,48,12,19,77.89
8.14,7.81,48,23,80,28,1,43,57,9,15,65.76
5.87,5.04,73,96,92,15,0,7,68,63,10,43.88
6.74,6.09,10,66,77,79,1,54,50,10,8,70.67
8.76,6.99,55,82,52,52,1,72,71,10,12,80.97
9.07,5.46,42,27,60,6,0,58,32,6,11,60.41
8.07,8.69,99,54,65,5,0,29,48,6,20,64.21
7.39,8.13,18,23,97,82,0,23,94,20,5,63.44
5.18,7.56,33,76,73,62,0,94,80,15,12,81.76
6.58,9.52,100,46,72,100,1,71,40,14,3,86.89
6.3,7.2,23,17,86,37,1,63,72,45,4,60.92
8.68,9.25,91,87,68,72,0,93,57,53,7,93.41
5.12,5.85,57,66,58,32,0,49,54,33,8,56.09
8.08,7.7,16,15,53,92,1,20,76,68,1,60.24
8.23,9.24,87,41,53,64,0,27,99,59,20,74.29
6.68,9.25,75,20,53,76,1,39,62,4,4,69.47
5.12,7.09,32,15,59,12,1,50,60,40,6,49.41
8.31,6.29,74,43,93,89,0,30,37,25,1,67.02
8.14,8.54,46,51,63,63,0,39,82,26,8,69.86
6.68,9.5,70,91,65,90,1,20,75,36,19,77.36
8.99,6.45,94,88,53,45,1,27,84,34,17,69.71
7.62,8.64,16,42,87,100,1,83,66,39,2,85.64
7.71,6.07,14,19,77,74,0,4,38,14,6,52.1
8.07,9.71,49,49,73,59,0,97,54,3,13,91.95
8.96,5.34,69,24,64,86,1,27,68,16,8,67.73
5.61,7.2,39,65,61,73,1,92,68,4,20,87.65
6.8,5.69,72,44,98,62,0,22,57,1,17,64.03
8.18,5.09,92,64,59,73,1,25,68,36,20,70.78
5.01,8.78,71,89,87,73,0,68,78,69,0,73.89
8.33,7.09,87,65,88,78,0,99,39,8,18,98.2
7.75,6.23,28,63,76,11,0,87,47,46,20,73.04
7.84,5.47,67,70,71,0,0,28,47,13,14,52.92
5.05,8.36,98,48,92,100,1,64,44,16,7,82.1
6.94,6.43,55,23,82,22,1,68,81,9,16,68.3
9.15,6.74,95,69,58,84,0,79,58,5,14,92.55
5.33,9.78,63,68,76,80,0,7,59,27,7,61.47
8.49,8.84,20,80,85,62,0,63,75,74,20,83.24
6.65,8.82,44,72,77,25,0,49,37,29,8,62.74
9.49,9.46,75,100,72,52,0,25,96,3,20,78.85
5.43,8.81,76,11,60,31,1,14,58,7,3,48.21
9.3,7.92,59,46,92,98,0,39,40,28,16,82.88
8.35,5.47,53,83,92,72,1,32,45,14,10,69.43
6.13,5.22,19,71,76,5,1,86,38,32,11,62.82
9.32,9.43,41,56,80,30,0,85,59,22,14,84.25
8.74,8.89,27,66,53,20,1,90,35,24,11,78.71
9.2,8.53,53,34,93,42,1,64,75,57,3,72.75
6.21,9.66,23,80,55,80,0,41,85,57,15,74.47
6.36,5.15,11,98,77,65,0,26,77,1,20,64.37
7.96,9.13,34,68,64,93,0,14,32,16,19,74.28
8.35,7.45,34,99,53,68,1,13,87,74,7,62.01
6.08,8.06,35,18,83,4,0,97,94,39,4,66.05
7.37,7.33,73,70,93,100,0,36,72,24,14,79.46
8.28,6.12,67,74,72,48,1,70,38,10,12,77.63
5.98,8.85,36,94,92,88,1,81,31,9,11,88.72
9.11,6.13,22,23,89,91,0,82,30,4,15,88.4
9.11,5.04,19,91,75,3,0,54,73,56,19,63.2
5.46,7.83,30,78,99,25,0,40,52,16,9,57.7
7.76,6.41,43,86,75,6,1,9,90,78,7,45.25
6.79,6.95,32,45,79,9,1,12,34,17,1,40.86
5.78,6.81,25,87,58,83,1,94,81,78,10,83.48
5.58,5.85,78,49,79,77,1,25,68,63,1,56.49
6.04,8.36,52,89,57,25,0,28,90,47,12,57.57
6.83,6.82,93,49,50,95,1,69,65,24,8,82.5
7.22,7.79,86,81,88,99,0,10,47,32,5,67.89
8.54,5.24,38,35,81,15,1,13,74,20,17,51.16
6.45,5.09,48,92,53,74,1,86,60,56,5,76.74
9.34,7.54,29,78,89,79,1,8,51,37,15,68.84
6.05,6.59,45,80,99,17,0,85,60,41,10,69.4
7.81,5.91,66,36,78,36,0,17,86,11,3,51.15
8.67,7.57,57,27,89,32,1,41,39,1,2,61.86
5.27,7.0,45,74,55,22,0,73,60,26,0,59.88
8.94,5.35,69,56,62,57,1,90,51,43,1,77.81
7.08,9.2,48,76,94,77,0,71,56,25,5,82.3
5.32,8.0,97,57,96,94,0,86,72,38,11,89.13
9.15,8.99,19,40,54,20,0,44,71,60,0,57.72
8.58,8.1,47,15,58,10,0,9,47,19,14,50.26
5.31,6.16,89,19,88,58,0,42,64,4,10,62.74
5.03,7.19,87,26,90,13,0,84,51,20,8,65.9
5.76,7.59,40,18,64,89,1,19,55,53,1,56.0
8.29,5.81,25,52,75,89,0,18,67,2,20,70.2
7.89,9.75,22,40,51,4,1,51,32,28,13,61.83
7.27,8.92,16,97,97,98,1,34,97,42,18,81.51
7.88,5.32,94,87,69,82,1,87,51,38,11,88.29
8.35,8.79,90,21,66,80,1,2,81,22,10,65.45
8.27,7.26,46,10,60,96,0,83,32,17,5,83.88
8.1,7.6,55,20,77,14,0,88,87,51,19,76.64
7.53,6.69,13,65,90,65,0,42,62,17,6,65.71
8.75,6.08,25,20,98,74,1,88,100,57,2,79.37
7.22,8.5,41,43,61,29,1,56,68,53,19,69.72
6.11,5.74,40,74,67,31,0,69,71,34,13,66.34
8.66,6.22,81,48,94,71,1,61,86,27,16,82.51
5.98,7.63,68,52,92,85,0,15,55,48,1,58.69
6.8,7.61,64,42,64,10,0,14,40,32,17,50.42
8.62,6.8,45,81,96,36,0,54,57,28,18,73.9
7.16,7.18,86,65,79,89,0,40,55,7,4,73.39
9.07,8.08,23,72,93,95,1,50,47,29,5,80.3
8.93,9.49,18,91,56,25,0,1,79,78,16,56.27
8.9,6.63,76,37,60,93,1,86,75,49,13,91.66
5.85,5.23,52,47,70,64,0,33,38,9,9,58.78
5.84,7.61,37,94,75,25,0,35,65,61,13,57.51
8.99,8.55,30,29,72,95,0,66,81,22,0,81.02
5.34,7.98,84,57,60,37,0,81,48,1,2,70.65
8.46,9.55,39,55,52,67,1,29,65,24,11,71.29
6.77,7.11,69,11,63,56,0,2,95,11,2,48.45
5.03,6.48,64,77,83,9,0,28,92,22,7,48.04
5.72,5.44,13,35,93,46,1,52,34,23,3,55.31
7.29,5.83,23,78,91,13,1,99,38,13,5,71.39
5.23,8.73,91,18,51,37,1,45,30,12,12,62.94
6.08,6.6,28,62,59,29,1,21,62,50,19,53.62
7.13,7.37,32,18,72,25,0,92,30,25,13,72.69
8.03,5.74,17,84,62,10,1,4,38,19,18,48.06
5.58,9.21,72,88,96,15,0,28,48,46,15,58.74
5.5,6.66,100,28,64,42,1,87,54,29,19,78.33
7.46,8.04,72,79,81,69,0,50,36,24,1,71.71
6.53,8.53,73,46,58,17,1,6,91,82,8,46.95
7.36,8.89,93,66,97,46,0,64,69,44,8,76.8
7.33,9.77,66,56,96,66,0,68,38,27,7,80.85
5.76,7.51,33,36,69,92,0,67,89,7,17,81.17
5.83,5.19,41,43,75,14,0,70,65,24,5,56.56
